dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1970-01-01 00:00:01.609455600,2,400.54,2.29,44.55,10.64,5.96,5.03,7.76,2.53
1970-01-01 00:00:01.609459200,2,383.85,0.8,42.5,20.21,5.36,5.17,8.03,2.6
1970-01-01 00:00:01.609462800,2,400.54,0.88,44.55,20.21,5.36,6.72,10.22,3.01
1970-01-01 00:00:01.609466400,2,423.91,1.79,47.3,13.23,5.42,8.35,12.65,3.42
1970-01-01 00:00:01.609470000,2,440.6,2.91,47.98,9.12,5.13,9.36,14.02,3.55
1970-01-01 00:00:01.609473600,2,447.27,4.75,47.3,5.45,4.83,10.1,14.93,3.29
1970-01-01 00:00:01.609477200,2,423.91,3.63,43.18,5.36,5.36,8.49,12.74,2.88
1970-01-01 00:00:01.609480800,1,407.22,2.49,39.41,7.33,5.96,7.59,11.26,2.91
1970-01-01 00:00:01.609484400,1,403.88,2.46,38.39,7.51,6.08,7.9,11.51,2.85
1970-01-01 00:00:01.609488000,1,420.57,4.08,39.41,4.65,6.56,9.39,13.34,3.14
1970-01-01 00:00:01.609491600,2,447.27,8.05,40.1,1.65,7.39,11.4,16.0,3.58
1970-01-01 00:00:01.609495200,2,460.63,11.74,38.73,0.69,8.11,12.52,17.53,3.77
1970-01-01 00:00:01.609498800,2,480.65,15.42,39.07,0.37,8.82,13.83,19.18,4.05
1970-01-01 00:00:01.609502400,3,600.82,32.19,43.18,0.03,10.25,20.8,28.14,6.02
1970-01-01 00:00:01.609506000,4,700.95,45.6,51.41,0.03,12.4,25.46,34.67,7.47
1970-01-01 00:00:01.609509600,4,761.03,54.99,58.26,0.89,14.66,27.93,38.76,8.23
1970-01-01 00:00:01.609513200,4,761.03,56.33,61.69,3.53,16.45,27.35,38.88,6.52
1970-01-01 00:00:01.609516800,3,640.87,42.47,65.12,8.05,20.5,20.28,29.71,5.83
1970-01-01 00:00:01.609520400,2,600.82,41.13,67.86,11.27,23.6,18.84,28.62,5.89
1970-01-01 00:00:01.609524000,2,574.11,39.34,67.86,12.34,24.32,17.24,27.02,5.64
1970-01-01 00:00:01.609527600,2,547.41,33.53,68.55,9.21,23.13,15.8,24.2,5.13
1970-01-01 00:00:01.609531200,2,540.73,27.94,67.86,5.81,21.94,15.16,22.07,4.69
1970-01-01 00:00:01.609534800,2,527.38,21.23,67.17,2.39,19.55,14.34,20.73,4.18
1970-01-01 00:00:01.609538400,2,580.79,27.94,66.49,0.13,17.64,16.12,22.68,4.18
1970-01-01 00:00:01.609542000,3,714.3,45.6,71.29,0.0,16.69,21.84,29.46,4.62
1970-01-01 00:00:01.609545600,4,814.44,54.99,74.71,0.0,14.42,27.22,35.96,4.69
1970-01-01 00:00:01.609549200,4,834.47,54.09,74.71,0.0,11.92,29.5,38.67,4.24
1970-01-01 00:00:01.609552800,4,801.09,47.39,74.71,0.0,10.61,27.93,36.7,3.58
1970-01-01 00:00:01.609556400,4,741.01,39.34,76.77,0.0,9.89,25.19,33.28,3.07
1970-01-01 00:00:01.609560000,3,654.22,28.16,74.71,0.03,9.42,20.58,27.28,2.44
1970-01-01 00:00:01.609563600,2,514.03,11.62,66.49,1.05,8.23,12.89,17.52,1.47
1970-01-01 00:00:01.609567200,2,390.53,1.24,48.67,13.59,6.08,6.89,9.6,0.86
1970-01-01 00:00:01.609570800,1,357.15,0.23,36.67,24.68,4.35,5.68,7.79,0.7
1970-01-01 00:00:01.609574400,1,380.52,0.57,39.76,17.7,3.93,7.26,9.48,0.75
1970-01-01 00:00:01.609578000,2,413.9,1.9,44.55,8.23,4.17,8.99,11.36,0.84
1970-01-01 00:00:01.609581600,2,427.25,4.86,45.93,2.62,4.35,10.01,12.62,0.89
1970-01-01 00:00:01.609585200,2,440.6,9.5,48.67,0.67,5.31,11.13,13.72,0.94
1970-01-01 00:00:01.609588800,2,473.98,12.85,54.84,1.23,6.02,13.48,16.45,1.2
1970-01-01 00:00:01.609592400,2,380.52,0.86,44.55,16.63,5.54,9.09,11.19,0.71
1970-01-01 00:00:01.609596000,1,360.49,2.6,32.9,23.96,4.65,6.01,7.88,0.78
1970-01-01 00:00:01.609599600,1,337.12,4.97,20.05,32.54,4.35,3.63,5.13,0.75
1970-01-01 00:00:01.609603200,1,300.41,4.08,12.17,39.7,3.87,2.55,3.6,0.59
1970-01-01 00:00:01.609606800,1,293.73,4.08,12.17,35.05,3.93,2.44,3.45,0.62
1970-01-01 00:00:01.609610400,1,300.41,3.63,13.71,30.4,3.87,2.42,3.43,0.69
1970-01-01 00:00:01.609614000,1,307.08,3.38,14.22,28.97,3.34,2.15,3.13,0.72
1970-01-01 00:00:01.609617600,1,307.08,3.41,14.22,30.04,3.19,1.9,2.85,0.74
1970-01-01 00:00:01.609621200,1,317.1,2.24,16.97,30.04,3.07,1.83,2.76,0.77
1970-01-01 00:00:01.609624800,1,330.45,0.43,23.65,26.46,3.16,2.24,3.33,0.95
1970-01-01 00:00:01.609628400,1,353.81,0.48,30.5,21.64,3.28,3.3,4.83,1.28
1970-01-01 00:00:01.609632000,1,380.52,0.95,37.01,16.99,3.37,5.04,7.25,1.63
1970-01-01 00:00:01.609635600,2,407.22,1.69,41.81,12.52,3.52,6.99,9.99,1.9
1970-01-01 00:00:01.609639200,2,407.22,1.69,41.47,12.16,3.37,7.67,11.11,1.85
1970-01-01 00:00:01.609642800,2,403.88,1.44,40.44,13.77,3.13,7.99,11.57,1.71
1970-01-01 00:00:01.609646400,1,393.87,0.95,38.73,16.63,3.16,7.52,10.92,1.41
1970-01-01 00:00:01.609650000,1,367.17,0.36,32.56,22.17,3.46,5.85,8.65,0.93
1970-01-01 00:00:01.609653600,1,357.15,0.24,28.79,24.68,3.93,5.23,7.65,0.9
1970-01-01 00:00:01.609657200,1,353.81,0.21,27.08,25.75,5.31,5.49,7.76,1.46
1970-01-01 00:00:01.609660800,1,353.81,0.2,27.76,26.46,6.26,5.98,8.22,1.62
1970-01-01 00:00:01.609664400,1,350.48,0.2,28.79,26.82,6.86,6.37,8.7,1.63
1970-01-01 00:00:01.609668000,1,347.14,0.21,29.47,27.18,7.09,6.63,9.13,1.6
1970-01-01 00:00:01.609671600,1,360.49,0.37,33.59,23.6,7.87,7.47,10.38,1.87
1970-01-01 00:00:01.609675200,2,423.91,2.15,47.3,11.8,9.18,10.77,15.08,2.91
1970-01-01 00:00:01.609678800,2,473.98,5.36,56.21,5.14,8.82,12.77,18.13,2.53
1970-01-01 00:00:01.609682400,2,467.3,5.59,54.84,5.99,8.46,12.01,17.38,2.09
1970-01-01 00:00:01.609686000,2,440.6,4.47,49.35,11.18,8.35,10.67,15.58,1.82
1970-01-01 00:00:01.609689600,2,417.23,3.58,47.3,14.84,8.7,9.92,13.97,1.52
1970-01-01 00:00:01.609693200,2,400.54,2.79,44.55,16.81,8.7,9.4,12.67,1.24
1970-01-01 00:00:01.609696800,2,383.85,1.84,40.78,18.42,7.87,8.51,11.21,1.03
1970-01-01 00:00:01.609700400,1,377.18,1.47,38.39,18.95,7.15,7.09,9.36,0.98
1970-01-01 00:00:01.609704000,1,367.17,1.08,36.33,21.82,6.68,5.33,7.44,1.0
1970-01-01 00:00:01.609707600,1,347.14,0.45,33.59,27.54,6.02,4.21,6.22,0.98
1970-01-01 00:00:01.609711200,1,333.79,0.16,30.85,33.98,5.01,3.71,5.55,0.92
1970-01-01 00:00:01.609714800,1,337.12,0.13,32.22,36.48,4.47,4.02,5.77,0.95
1970-01-01 00:00:01.609718400,1,350.48,0.16,35.99,35.41,4.17,5.06,6.81,1.05
1970-01-01 00:00:01.609722000,1,357.15,0.15,36.67,36.12,3.93,5.71,7.5,1.06
1970-01-01 00:00:01.609725600,1,350.48,0.11,34.62,37.91,3.82,5.67,7.44,0.98
1970-01-01 00:00:01.609729200,1,343.8,0.13,34.27,35.76,3.93,5.8,7.63,0.92
1970-01-01 00:00:01.609732800,1,337.12,0.14,33.59,33.62,4.05,5.46,7.2,0.82
1970-01-01 00:00:01.609736400,1,313.76,0.07,28.1,36.12,3.93,4.12,5.33,0.56
1970-01-01 00:00:01.609740000,1,313.76,0.1,28.45,34.33,4.47,4.08,5.17,0.58
1970-01-01 00:00:01.609743600,1,317.1,0.12,29.13,31.83,4.77,4.36,5.5,0.59
1970-01-01 00:00:01.609747200,1,320.44,0.16,29.82,29.33,5.25,4.82,6.03,0.63
1970-01-01 00:00:01.609750800,1,327.11,0.21,30.85,26.82,5.84,5.24,6.51,0.67
1970-01-01 00:00:01.609754400,1,327.11,0.26,30.85,25.39,6.08,5.41,7.0,0.74
1970-01-01 00:00:01.609758000,1,337.12,0.5,33.24,20.74,6.68,6.07,8.06,0.9
1970-01-01 00:00:01.609761600,2,393.87,3.38,42.5,8.05,7.33,9.07,12.23,1.49
1970-01-01 00:00:01.609765200,2,453.95,11.85,45.24,1.24,8.11,11.97,16.35,2.03
1970-01-01 00:00:01.609768800,2,473.98,16.32,43.87,1.34,8.7,12.33,17.12,2.15
1970-01-01 00:00:01.609772400,2,453.95,14.75,43.53,5.5,8.94,11.2,15.81,2.06
1970-01-01 00:00:01.609776000,1,433.92,14.75,39.76,15.91,10.01,9.59,13.68,1.92
1970-01-01 00:00:01.609779600,1,433.92,17.88,36.33,24.68,12.04,8.98,12.96,2.09
1970-01-01 00:00:01.609783200,1,423.91,18.77,34.62,31.11,13.11,8.69,12.6,2.31
1970-01-01 00:00:01.609786800,2,440.6,21.01,39.76,30.04,13.83,10.84,15.45,2.95
1970-01-01 00:00:01.609790400,2,520.71,28.16,50.72,16.99,15.26,14.72,20.84,3.99
1970-01-01 00:00:01.609794000,2,574.11,33.53,57.58,5.45,15.14,16.55,23.55,4.62
1970-01-01 00:00:01.609797600,2,620.84,40.68,57.58,0.27,13.35,17.61,25.07,4.81
1970-01-01 00:00:01.609801200,2,680.92,50.07,55.52,0.0,10.49,19.97,28.13,4.56
1970-01-01 00:00:01.609804800,3,754.36,58.12,57.58,0.0,7.87,24.41,33.84,4.18
1970-01-01 00:00:01.609808400,4,787.74,59.9,58.95,0.0,6.68,27.54,38.02,3.67
1970-01-01 00:00:01.609812000,4,727.65,49.62,58.26,0.0,6.56,25.11,35.13,3.01
1970-01-01 00:00:01.609815600,3,647.54,38.45,56.89,0.0,6.62,21.47,30.32,2.53
1970-01-01 00:00:01.609819200,2,574.11,27.94,54.84,0.02,7.21,17.66,24.77,2.03
1970-01-01 00:00:01.609822800,2,480.65,16.32,50.72,0.18,7.39,13.4,18.52,1.28
1970-01-01 00:00:01.609826400,2,427.25,8.94,48.67,0.82,7.39,11.75,15.59,0.97
1970-01-01 00:00:01.609830000,2,397.21,4.81,46.61,2.39,7.57,11.4,14.57,0.86
1970-01-01 00:00:01.609833600,2,393.87,4.08,45.93,3.13,8.11,11.49,14.64,0.93
1970-01-01 00:00:01.609837200,2,397.21,4.25,45.24,3.09,8.82,11.51,14.83,1.05
1970-01-01 00:00:01.609840800,2,397.21,4.3,44.55,3.22,9.18,11.45,15.0,1.11
1970-01-01 00:00:01.609844400,2,417.23,6.82,45.24,1.86,9.54,12.73,16.75,1.33
1970-01-01 00:00:01.609848000,2,520.71,21.68,47.3,0.17,10.49,18.58,24.46,2.41
1970-01-01 00:00:01.609851600,3,640.87,39.34,52.09,0.01,11.8,24.76,33.03,3.45
1970-01-01 00:00:01.609855200,4,674.25,43.81,56.21,0.37,13.11,25.57,35.0,3.9
1970-01-01 00:00:01.609858800,3,647.54,41.13,56.21,1.72,14.78,23.43,32.63,4.05
1970-01-01 00:00:01.609862400,2,567.44,30.85,55.52,4.87,15.26,18.59,25.99,3.74
1970-01-01 00:00:01.609866000,2,494.0,20.79,53.47,9.66,14.42,14.72,20.66,3.26
1970-01-01 00:00:01.609869600,2,433.92,13.3,47.98,15.74,12.64,11.86,16.52,2.66
1970-01-01 00:00:01.609873200,2,370.5,5.03,41.13,32.54,9.89,9.0,12.15,1.96
1970-01-01 00:00:01.609876800,2,357.15,2.57,40.1,39.34,8.94,8.25,10.93,1.79
1970-01-01 00:00:01.609880400,2,357.15,1.13,41.81,36.48,7.75,7.88,10.39,1.69
1970-01-01 00:00:01.609884000,2,373.84,0.43,46.61,27.54,6.86,8.25,10.93,1.76
1970-01-01 00:00:01.609887600,2,400.54,0.95,52.09,18.24,6.38,9.15,12.21,1.88
1970-01-01 00:00:01.609891200,2,423.91,1.61,54.15,13.95,6.02,10.02,13.6,1.95
1970-01-01 00:00:01.609894800,2,447.27,3.27,56.21,8.94,6.26,11.66,16.14,2.09
1970-01-01 00:00:01.609898400,2,473.98,6.37,56.21,3.76,6.26,13.26,18.56,2.09
1970-01-01 00:00:01.609902000,2,487.33,8.94,56.21,2.01,5.96,14.74,20.5,2.03
1970-01-01 00:00:01.609905600,2,494.0,9.5,55.52,1.52,5.6,14.99,20.58,1.79
1970-01-01 00:00:01.609909200,2,447.27,4.75,51.41,3.62,5.25,12.37,16.85,1.25
1970-01-01 00:00:01.609912800,2,420.57,2.24,45.93,7.24,5.07,11.27,15.0,1.08
1970-01-01 00:00:01.609916400,2,407.22,1.57,42.16,9.39,5.42,11.47,14.96,1.28
1970-01-01 00:00:01.609920000,2,407.22,1.54,40.44,9.57,6.44,11.97,15.43,1.77
1970-01-01 00:00:01.609923600,2,410.56,1.76,39.76,8.76,6.97,12.09,15.46,1.85
1970-01-01 00:00:01.609927200,2,410.56,2.04,39.07,8.05,7.39,12.02,15.3,1.85
1970-01-01 00:00:01.609930800,2,427.25,3.91,41.13,4.96,7.99,13.04,16.53,2.19
1970-01-01 00:00:01.609934400,2,534.06,19.22,44.55,0.45,8.58,18.8,24.16,4.05
1970-01-01 00:00:01.609938000,3,647.54,37.55,45.93,0.04,9.18,24.15,31.48,5.64
1970-01-01 00:00:01.609941600,3,594.14,29.95,47.3,1.52,7.33,20.25,26.88,3.1
1970-01-01 00:00:01.609945200,2,467.3,11.62,44.55,12.7,6.62,13.11,17.65,2.44
1970-01-01 00:00:01.609948800,1,317.1,2.57,23.65,55.79,4.83,5.2,7.1,1.38
1970-01-01 00:00:01.609952400,1,280.38,2.85,16.97,72.96,4.47,3.15,4.59,1.24
1970-01-01 00:00:01.609956000,1,263.69,2.96,13.88,79.39,4.05,2.34,3.55,1.11
1970-01-01 00:00:01.609959600,2,260.35,3.07,14.22,80.11,4.11,2.42,3.66,1.12
1970-01-01 00:00:01.609963200,1,273.71,2.99,18.34,74.39,4.65,2.76,4.26,1.36
1970-01-01 00:00:01.609966800,1,287.06,1.7,23.65,67.95,4.77,2.99,4.7,1.57
1970-01-01 00:00:01.609970400,1,300.41,0.16,27.76,61.51,4.53,3.19,5.0,1.68
1970-01-01 00:00:01.609974000,1,303.75,0.01,28.1,59.37,4.11,3.48,5.32,1.73
1970-01-01 00:00:01.609977600,1,310.42,0.02,27.42,57.94,3.61,3.93,5.91,1.81
1970-01-01 00:00:01.609981200,1,313.76,0.02,26.73,57.22,3.37,4.11,6.21,1.87
1970-01-01 00:00:01.609984800,1,310.42,0.02,25.36,55.79,3.28,3.96,6.09,1.81
1970-01-01 00:00:01.609988400,1,310.42,0.03,25.02,53.64,3.25,4.06,6.22,1.74
1970-01-01 00:00:01.609992000,1,303.75,0.03,23.65,51.5,3.37,3.89,5.87,1.52
1970-01-01 00:00:01.609995600,1,283.72,0.01,17.99,55.08,3.4,2.89,4.29,1.08
1970-01-01 00:00:01.609999200,1,273.71,0.01,15.77,55.79,3.49,2.73,3.87,0.94
1970-01-01 00:00:01.610002800,1,267.03,0.01,14.74,56.51,3.73,2.7,3.78,0.99
1970-01-01 00:00:01.610006400,1,263.69,0.01,14.57,57.22,4.17,2.49,3.57,1.14
1970-01-01 00:00:01.610010000,1,260.35,0.01,14.91,58.65,4.47,2.25,3.37,1.17
1970-01-01 00:00:01.610013600,1,260.35,0.01,15.25,60.08,4.77,2.02,3.17,1.2
1970-01-01 00:00:01.610017200,1,267.03,0.01,17.99,58.65,5.25,2.36,3.71,1.39
1970-01-01 00:00:01.610020800,1,313.76,0.08,30.5,47.21,5.66,4.66,6.96,2.22
1970-01-01 00:00:01.610024400,2,360.49,0.42,42.84,34.33,6.2,6.64,9.82,3.01
1970-01-01 00:00:01.610028000,1,363.83,3.74,38.73,38.98,6.44,6.38,9.64,2.98
1970-01-01 00:00:01.610031600,1,337.12,6.15,28.79,52.93,5.96,5.19,8.08,2.47
1970-01-01 00:00:01.610035200,1,303.75,5.81,21.08,64.37,5.42,3.82,6.0,1.88
1970-01-01 00:00:01.610038800,1,290.39,5.64,18.85,67.95,5.54,3.41,5.36,1.68
1970-01-01 00:00:01.610042400,1,283.72,5.14,17.65,70.1,5.31,3.06,4.82,1.55
1970-01-01 00:00:01.610046000,1,307.08,6.26,22.62,64.37,6.2,4.02,6.23,1.92
1970-01-01 00:00:01.610049600,1,343.8,7.71,31.19,52.93,7.27,5.59,8.59,2.47
1970-01-01 00:00:01.610053200,2,373.84,5.98,42.5,38.62,7.39,6.54,10.06,2.88
1970-01-01 00:00:01.610056800,2,397.21,1.51,54.15,23.6,6.74,6.89,10.68,3.1
1970-01-01 00:00:01.610060400,2,407.22,0.86,54.84,20.56,5.9,7.13,10.86,3.17
1970-01-01 00:00:01.610064000,2,410.56,0.87,52.78,21.1,5.13,7.93,11.83,3.29
1970-01-01 00:00:01.610067600,2,410.56,0.81,50.04,21.99,4.83,8.59,12.73,3.33
1970-01-01 00:00:01.610071200,2,390.53,0.5,44.55,26.46,5.07,8.02,11.92,3.33
1970-01-01 00:00:01.610074800,1,370.5,0.28,39.41,32.19,4.77,7.31,10.89,3.07
1970-01-01 00:00:01.610078400,1,347.14,0.15,34.62,37.55,4.77,6.21,9.26,2.72
1970-01-01 00:00:01.610082000,1,317.1,0.06,27.76,43.99,4.89,4.34,6.64,2.09
1970-01-01 00:00:01.610085600,1,303.75,0.04,24.33,45.78,5.19,3.69,5.65,1.85
1970-01-01 00:00:01.610089200,1,300.41,0.05,23.65,43.99,5.42,3.65,5.54,1.79
1970-01-01 00:00:01.610092800,1,297.07,0.06,23.31,42.2,5.84,3.68,5.53,1.77
1970-01-01 00:00:01.610096400,1,297.07,0.08,23.31,40.05,6.26,3.69,5.5,1.77
1970-01-01 00:00:01.610100000,1,297.07,0.09,22.28,38.98,6.32,3.58,5.32,1.73
1970-01-01 00:00:01.610103600,1,307.08,0.18,25.02,34.33,6.8,4.14,6.06,1.93
1970-01-01 00:00:01.610107200,1,370.5,1.48,38.04,17.88,7.51,7.27,10.36,3.04
1970-01-01 00:00:01.610110800,2,433.92,6.65,45.24,5.28,8.46,9.94,14.2,4.12
1970-01-01 00:00:01.610114400,1,440.6,12.07,39.41,9.57,8.82,9.54,13.91,4.12
1970-01-01 00:00:01.610118000,1,417.23,14.53,31.87,24.32,8.94,8.37,12.34,3.61
1970-01-01 00:00:01.610121600,1,387.19,13.3,29.47,36.12,8.94,7.47,10.85,3.04
1970-01-01 00:00:01.610125200,1,380.52,12.18,33.24,36.48,9.54,7.67,11.08,2.91
1970-01-01 00:00:01.610128800,2,383.85,10.39,40.1,30.4,10.37,7.82,11.46,3.01
1970-01-01 00:00:01.610132400,2,397.21,9.39,47.3,23.25,11.09,8.21,12.34,3.2
1970-01-01 00:00:01.610136000,2,423.91,10.39,54.84,16.27,12.28,8.99,13.82,3.58
1970-01-01 00:00:01.610139600,2,460.63,11.85,63.75,6.53,13.35,10.06,15.54,4.12
1970-01-01 00:00:01.610143200,2,520.71,20.34,65.12,0.58,13.95,12.05,18.4,4.81
1970-01-01 00:00:01.610146800,2,567.44,29.06,56.89,0.03,12.16,13.89,20.64,5.19
1970-01-01 00:00:01.610150400,2,560.76,25.26,52.09,0.1,9.3,14.16,20.57,4.94
1970-01-01 00:00:01.610154000,2,507.36,13.97,51.41,1.12,9.78,12.66,18.37,4.75
1970-01-01 00:00:01.610157600,2,420.57,3.52,46.61,8.94,8.46,9.23,13.54,3.61
1970-01-01 00:00:01.610161200,1,360.49,0.57,36.67,24.32,6.86,6.8,10.0,2.63
1970-01-01 00:00:01.610164800,1,317.1,0.12,26.05,37.91,5.31,4.66,6.73,1.84
1970-01-01 00:00:01.610168400,1,287.06,0.04,18.85,44.7,4.71,3.15,4.49,1.35
1970-01-01 00:00:01.610172000,1,270.37,0.02,13.88,51.5,4.23,2.37,3.33,1.08
1970-01-01 00:00:01.610175600,1,260.35,0.01,12.17,57.94,4.17,1.99,2.8,0.93
1970-01-01 00:00:01.610179200,1,257.02,0.01,11.65,63.66,4.05,1.79,2.55,0.87
1970-01-01 00:00:01.610182800,1,253.68,0.0,11.82,66.52,4.11,1.79,2.55,0.85
1970-01-01 00:00:01.610186400,1,253.68,0.0,11.82,67.23,4.23,1.84,2.61,0.83
1970-01-01 00:00:01.610190000,1,260.35,0.01,13.37,65.8,4.47,2.1,3.01,0.93
1970-01-01 00:00:01.610193600,1,287.06,0.02,19.71,58.65,4.59,3.44,4.89,1.41
1970-01-01 00:00:01.610197200,1,310.42,0.11,25.36,52.21,4.83,4.33,6.22,1.79
1970-01-01 00:00:01.610200800,1,303.75,1.69,22.28,55.79,4.65,3.85,5.65,1.66
1970-01-01 00:00:01.610204400,1,290.39,3.05,16.62,64.37,4.05,3.13,4.62,1.38
1970-01-01 00:00:01.610208000,1,270.37,2.85,12.85,72.24,3.37,2.37,3.49,1.08
1970-01-01 00:00:01.610211600,1,263.69,2.38,12.17,74.39,3.07,1.98,2.97,0.97
1970-01-01 00:00:01.610215200,1,257.02,1.77,11.82,75.82,2.77,1.58,2.44,0.9
1970-01-01 00:00:01.610218800,1,260.35,0.89,13.88,74.39,2.86,1.44,2.34,0.97
1970-01-01 00:00:01.610222400,1,273.71,0.66,17.99,71.53,3.49,1.82,2.94,1.19
1970-01-01 00:00:01.610226000,1,290.39,0.26,22.62,67.23,3.93,2.3,3.68,1.41
1970-01-01 00:00:01.610229600,1,330.45,0.06,32.9,55.79,4.65,3.7,5.74,1.96
1970-01-01 00:00:01.610233200,2,383.85,0.12,45.24,40.05,5.07,5.76,8.7,2.66
1970-01-01 00:00:01.610236800,2,433.92,0.57,56.21,25.39,5.19,8.57,12.59,3.42
1970-01-01 00:00:01.610240400,2,467.3,1.31,59.63,16.63,5.25,10.96,15.97,3.99
1970-01-01 00:00:01.610244000,2,440.6,0.74,52.78,21.82,4.53,10.15,14.99,3.61
1970-01-01 00:00:01.610247600,2,397.21,0.28,43.18,31.47,4.17,8.65,12.84,3.33
1970-01-01 00:00:01.610251200,1,350.48,0.09,32.56,41.84,3.82,6.43,9.64,2.66
1970-01-01 00:00:01.610254800,1,297.07,0.02,21.08,54.36,3.67,3.69,5.68,1.76
1970-01-01 00:00:01.610258400,1,270.37,0.01,15.94,60.8,3.61,2.58,3.94,1.38
1970-01-01 00:00:01.610262000,1,260.35,0.0,13.71,65.09,3.49,2.2,3.31,1.2
1970-01-01 00:00:01.610265600,1,260.35,0.0,13.71,65.8,3.7,2.32,3.42,1.2
1970-01-01 00:00:01.610269200,1,263.69,0.01,14.4,64.37,4.05,2.51,3.66,1.24
1970-01-01 00:00:01.610272800,1,263.69,0.01,14.91,62.94,4.35,2.66,3.86,1.25
1970-01-01 00:00:01.610276400,1,270.37,0.01,17.14,59.37,4.71,3.12,4.48,1.39
1970-01-01 00:00:01.610280000,1,313.76,0.07,27.08,47.92,5.13,5.27,7.4,2.12
1970-01-01 00:00:01.610283600,1,357.15,0.29,36.33,36.48,5.66,7.09,9.98,2.72
1970-01-01 00:00:01.610287200,1,353.81,1.96,33.93,39.34,5.78,6.7,9.59,2.6
1970-01-01 00:00:01.610290800,1,330.45,3.19,27.08,47.92,5.66,5.54,7.99,2.19
1970-01-01 00:00:01.610294400,1,303.75,3.1,21.42,56.51,4.77,4.12,5.97,1.65
1970-01-01 00:00:01.610298000,1,297.07,3.27,20.39,57.94,5.01,3.61,5.32,1.57
1970-01-01 00:00:01.610301600,1,293.73,3.13,20.05,57.94,5.07,3.28,4.89,1.5
1970-01-01 00:00:01.610305200,1,397.21,10.28,35.99,38.62,4.95,8.02,11.37,2.91
1970-01-01 00:00:01.610308800,2,594.14,31.29,53.47,17.17,5.19,17.48,24.12,5.13
1970-01-01 00:00:01.610312400,4,787.74,58.12,63.75,6.17,5.78,26.78,36.33,7.09
1970-01-01 00:00:01.610316000,4,974.66,86.73,69.23,0.49,6.32,34.88,47.11,8.74
1970-01-01 00:00:01.610319600,4,1108.17,106.39,69.92,0.0,6.32,41.03,55.23,9.63
1970-01-01 00:00:01.610323200,4,1214.98,119.81,71.97,0.0,6.86,48.75,65.05,10.77
1970-01-01 00:00:01.610326800,5,1308.44,128.75,76.08,0.0,7.09,56.71,75.57,11.4
1970-01-01 00:00:01.610330400,5,1241.68,110.87,74.71,0.0,7.27,53.39,72.48,11.4
1970-01-01 00:00:01.610334000,4,1001.36,74.21,67.17,0.0,6.32,40.31,55.45,9.75
1970-01-01 00:00:01.610337600,4,741.01,38.0,61.01,0.02,5.78,26.23,35.89,6.84
1970-01-01 00:00:01.610341200,2,560.76,16.32,58.26,0.31,5.72,17.2,23.2,4.43
1970-01-01 00:00:01.610344800,2,494.0,9.28,54.84,1.02,6.14,14.4,18.94,3.55
1970-01-01 00:00:01.610348400,2,460.63,6.37,51.41,2.01,6.5,13.59,17.67,3.17
1970-01-01 00:00:01.610352000,2,440.6,5.31,48.67,2.71,7.15,13.51,17.47,3.04
1970-01-01 00:00:01.610355600,2,440.6,5.87,47.98,2.35,8.11,14.2,18.21,3.1
1970-01-01 00:00:01.610359200,2,447.27,7.71,46.61,1.54,8.82,15.22,19.42,3.17
1970-01-01 00:00:01.610362800,2,487.33,15.2,46.61,0.39,9.42,18.13,23.08,3.9
1970-01-01 00:00:01.610366400,4,674.25,44.26,49.35,0.01,10.37,30.32,38.59,7.28
1970-01-01 00:00:01.610370000,4,934.6,86.73,54.15,0.02,12.52,45.99,58.79,11.65
1970-01-01 00:00:01.610373600,5,1054.76,106.39,57.58,0.48,15.14,51.81,66.95,13.43
1970-01-01 00:00:01.610377200,4,1041.41,104.61,61.01,1.81,19.31,49.27,64.87,13.05
1970-01-01 00:00:01.610380800,4,961.3,96.56,65.12,3.98,27.9,43.74,57.48,11.91
1970-01-01 00:00:01.610384400,4,988.01,103.71,72.66,5.81,33.85,45.9,59.17,11.65
1970-01-01 00:00:01.610388000,4,1001.36,109.08,82.94,6.44,39.58,48.6,61.64,11.4
1970-01-01 00:00:01.610391600,5,1014.71,109.97,91.85,5.72,41.01,51.21,65.06,10.89
1970-01-01 00:00:01.610395200,5,1108.17,121.59,97.33,3.44,37.67,56.34,72.88,10.89
1970-01-01 00:00:01.610398800,5,1134.87,125.17,95.96,1.08,32.42,56.6,74.53,10.13
1970-01-01 00:00:01.610402400,5,1214.98,134.11,93.22,0.1,24.32,59.03,77.19,8.87
1970-01-01 00:00:01.610406000,5,1335.14,148.42,87.74,0.0,16.45,64.23,82.63,7.54
1970-01-01 00:00:01.610409600,5,1428.6,159.14,82.94,0.0,15.5,71.3,90.86,12.41
1970-01-01 00:00:01.610413200,5,1642.23,184.18,83.63,0.0,14.19,88.24,111.52,16.72
1970-01-01 00:00:01.610416800,5,1869.2,212.79,85.0,0.0,13.23,106.11,133.82,20.01
1970-01-01 00:00:01.610420400,5,2002.72,232.46,85.68,0.0,12.64,118.07,149.74,22.04
1970-01-01 00:00:01.610424000,5,1949.31,221.73,83.63,0.0,12.16,114.82,146.49,21.03
1970-01-01 00:00:01.610427600,5,1615.52,173.45,79.51,0.0,11.8,91.09,116.71,15.07
1970-01-01 00:00:01.610431200,5,1308.44,125.17,78.14,0.0,12.52,71.74,90.84,10.13
1970-01-01 00:00:01.610434800,5,1054.76,85.83,78.83,0.0,13.83,58.47,71.75,6.46
