,dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
0,2020-12-31 23:00:00,5,3524.78,223.52,68.55,0.0,44.82,217.14,236.65,24.57
1,2021-01-01 00:00:00,5,2857.21,177.03,60.32,0.0,35.76,175.21,188.82,21.53
2,2021-01-01 01:00:00,5,2429.96,144.84,54.84,0.0,31.47,148.61,159.2,20.01
3,2021-01-01 02:00:00,5,2216.34,126.96,51.41,0.0,29.8,135.04,144.13,19.25
4,2021-01-01 03:00:00,5,2162.93,123.38,50.72,0.0,29.8,132.51,141.02,19.76
5,2021-01-01 04:00:00,5,2189.64,123.38,52.78,0.0,30.52,134.24,142.63,20.52
6,2021-01-01 05:00:00,5,2403.26,137.69,56.89,0.0,35.29,149.16,158.49,22.55
7,2021-01-01 06:00:00,5,3578.19,225.31,69.92,0.0,57.22,232.65,247.47,33.44
8,2021-01-01 07:00:00,5,5233.76,354.05,89.11,0.0,82.97,349.39,373.67,47.62
9,2021-01-01 08:00:00,5,6141.66,425.58,101.45,0.0,92.51,408.35,437.55,53.2
10,2021-01-01 09:00:00,5,5821.23,400.54,101.45,0.05,82.02,378.42,406.49,45.6
11,2021-01-01 10:00:00,5,3738.4,250.34,82.25,0.47,46.73,237.04,256.79,19.51
12,2021-01-01 11:00:00,5,3150.94,207.42,76.77,1.13,39.58,196.68,214.8,14.19
13,2021-01-01 12:00:00,5,2777.1,180.6,72.66,1.77,36.72,167.56,184.28,11.91
14,2021-01-01 13:00:00,5,1361.85,70.63,61.69,3.84,24.08,76.08,84.9,6.14
15,2021-01-01 14:00:00,5,1148.22,52.75,62.38,3.84,22.65,62.92,70.41,5.83
16,2021-01-01 15:00:00,5,1174.93,54.99,63.06,1.95,23.13,63.38,70.8,6.59
17,2021-01-01 16:00:00,5,1615.52,91.2,66.49,0.24,25.99,91.97,101.31,8.61
18,2021-01-01 17:00:00,5,2590.18,168.09,77.46,0.0,30.28,157.18,171.03,9.63
19,2021-01-01 18:00:00,5,3738.4,253.92,85.68,0.0,36.72,234.23,253.53,11.65
20,2021-01-01 19:00:00,5,4966.74,343.32,90.48,0.0,62.94,319.46,344.81,29.13
21,2021-01-01 20:00:00,5,6034.85,414.85,93.22,0.0,82.02,388.32,418.8,44.08
22,2021-01-01 21:00:00,5,6675.72,457.76,95.96,0.0,92.51,434.52,468.73,52.69
23,2021-01-01 22:00:00,5,6729.13,457.76,97.33,0.0,91.55,439.84,475.44,55.22
24,2021-01-01 23:00:00,5,5874.63,396.97,89.11,0.0,74.39,377.42,408.83,48.13
25,2021-01-02 00:00:00,5,4646.3,307.56,77.46,0.0,54.36,294.24,319.82,38.51
26,2021-01-02 01:00:00,5,3578.19,228.88,65.12,0.0,41.01,224.67,245.11,31.16
27,2021-01-02 02:00:00,5,2910.61,178.81,56.21,0.0,32.9,178.32,194.79,25.84
28,2021-01-02 03:00:00,5,2536.77,150.2,50.72,0.0,28.85,153.13,166.91,23.05
29,2021-01-02 04:00:00,5,2296.45,135.9,47.3,0.0,26.7,137.23,149.01,21.03
30,2021-01-02 05:00:00,5,2162.93,126.96,43.87,0.0,26.7,129.1,139.12,20.01
31,2021-01-02 06:00:00,5,2563.48,157.36,45.93,0.0,36.72,157.57,167.47,23.31
32,2021-01-02 07:00:00,5,3177.64,209.21,51.41,0.0,48.64,200.91,212.32,28.37
33,2021-01-02 08:00:00,5,3685.0,246.76,58.26,0.0,55.31,234.47,247.96,30.65
34,2021-01-02 09:00:00,5,3738.4,253.92,63.75,0.04,40.05,239.74,256.37,16.09
35,2021-01-02 10:00:00,5,3311.16,219.94,65.8,0.34,30.99,211.28,228.85,9.63
36,2021-01-02 11:00:00,5,2750.4,175.24,67.17,0.93,27.42,171.54,187.49,7.47
37,2021-01-02 12:00:00,5,2216.34,135.9,64.43,1.74,25.03,135.67,149.76,6.71
38,2021-01-02 13:00:00,5,1001.36,43.81,52.09,4.65,16.93,54.36,61.13,3.86
39,2021-01-02 14:00:00,4,854.49,33.98,47.98,3.76,15.97,44.4,50.07,3.77
40,2021-01-02 15:00:00,4,907.9,39.34,47.3,1.48,16.69,47.22,53.06,4.24
41,2021-01-02 16:00:00,5,961.3,44.7,47.3,0.16,17.41,50.56,56.53,4.62
42,2021-01-02 17:00:00,5,1014.71,50.07,47.3,0.0,18.12,54.56,60.9,4.94
43,2021-01-02 18:00:00,5,1161.58,60.8,47.98,0.0,20.5,64.85,72.25,5.7
44,2021-01-02 19:00:00,5,2082.82,130.53,54.15,0.0,29.09,130.67,143.54,9.12
45,2021-01-02 20:00:00,5,3578.19,239.61,65.12,0.0,38.62,238.85,259.77,12.92
46,2021-01-02 21:00:00,5,4859.92,329.02,75.4,0.0,45.78,326.21,352.96,16.47
47,2021-01-02 22:00:00,5,5500.79,375.51,81.57,0.0,44.82,364.71,389.13,15.71
48,2021-01-02 23:00:00,5,5287.17,354.05,79.51,0.0,29.33,338.54,355.73,8.99
49,2021-01-03 00:00:00,5,4646.3,307.56,71.97,0.0,18.36,288.84,300.07,5.19
50,2021-01-03 01:00:00,5,3952.03,257.49,62.38,0.0,13.59,235.67,243.53,4.12
51,2021-01-03 02:00:00,5,3417.97,219.94,54.84,0.0,13.71,204.98,211.8,4.81
52,2021-01-03 03:00:00,5,3204.35,203.85,50.04,0.0,16.69,191.75,197.96,6.65
53,2021-01-03 04:00:00,5,3044.13,194.91,47.3,0.0,19.79,183.23,188.52,8.74
54,2021-01-03 05:00:00,5,2910.61,185.97,43.87,0.0,18.12,173.04,178.33,8.23
55,2021-01-03 06:00:00,5,3177.64,209.21,44.55,0.0,22.65,194.29,201.8,9.37
56,2021-01-03 07:00:00,5,2990.72,200.27,43.87,0.0,23.37,184.8,193.56,9.25
57,2021-01-03 08:00:00,5,2670.29,177.03,42.5,0.0,22.89,161.74,170.92,8.99
58,2021-01-03 09:00:00,5,2162.93,137.69,39.41,0.03,21.22,127.56,136.0,8.49
59,2021-01-03 10:00:00,5,1214.98,67.06,31.53,0.47,15.02,67.7,73.13,5.95
60,2021-01-03 11:00:00,4,841.14,40.23,27.42,1.33,11.8,45.73,49.89,4.75
61,2021-01-03 12:00:00,4,640.87,24.59,25.71,2.5,9.42,33.88,36.99,4.12
62,2021-01-03 13:00:00,3,487.33,7.15,29.13,9.66,7.09,20.95,22.91,2.5
63,2021-01-03 14:00:00,3,507.36,6.04,32.9,8.23,7.87,21.4,23.44,2.53
64,2021-01-03 15:00:00,3,554.09,7.38,36.67,3.89,8.58,23.57,25.85,2.88
65,2021-01-03 16:00:00,4,600.82,11.18,39.07,1.07,8.94,26.12,28.62,3.26
66,2021-01-03 17:00:00,4,674.25,18.55,39.41,0.16,9.66,30.57,33.43,3.58
67,2021-01-03 18:00:00,4,794.41,29.06,40.78,0.02,11.33,38.65,42.08,4.05
68,2021-01-03 19:00:00,4,881.2,37.55,42.84,0.0,12.4,44.23,47.72,4.18
69,2021-01-03 20:00:00,4,881.2,38.0,46.61,0.0,11.68,43.55,46.78,4.02
70,2021-01-03 21:00:00,4,827.79,33.53,46.61,0.0,10.37,40.22,43.35,3.83
71,2021-01-03 22:00:00,4,707.63,23.25,44.55,0.02,8.35,32.99,36.04,3.36
72,2021-01-03 23:00:00,3,520.71,9.39,41.47,0.5,5.72,23.38,25.97,2.41
73,2021-01-04 00:00:00,3,453.95,4.69,39.41,1.97,5.42,21.22,23.78,2.12
74,2021-01-04 01:00:00,3,427.25,2.77,37.36,4.2,5.36,20.84,23.35,1.98
75,2021-01-04 02:00:00,3,423.91,2.15,34.62,5.99,5.01,20.32,22.71,2.15
76,2021-01-04 03:00:00,2,420.57,1.82,31.87,7.42,4.59,19.44,21.68,2.31
77,2021-01-04 04:00:00,2,420.57,1.75,29.82,7.96,4.41,18.22,20.29,2.41
78,2021-01-04 05:00:00,2,447.27,3.19,31.19,5.14,5.07,18.72,20.78,2.63
79,2021-01-04 06:00:00,4,607.49,15.2,34.62,0.5,7.99,26.96,29.78,3.64
80,2021-01-04 07:00:00,4,720.98,26.82,34.27,0.02,9.66,32.12,35.22,4.02
81,2021-01-04 08:00:00,4,741.01,30.4,33.24,0.01,10.01,31.38,34.42,3.96
82,2021-01-04 09:00:00,4,720.98,29.06,31.53,0.06,9.78,29.0,31.91,3.83
83,2021-01-04 10:00:00,3,654.22,24.59,29.13,0.51,8.82,24.43,27.14,3.55
84,2021-01-04 11:00:00,2,574.11,19.67,26.73,1.4,7.87,19.59,21.98,3.2
85,2021-01-04 12:00:00,2,527.38,16.09,25.02,2.57,7.27,15.61,17.68,2.88
86,2021-01-04 13:00:00,2,514.03,15.42,25.71,2.82,7.57,14.13,16.02,2.76
87,2021-01-04 14:00:00,2,514.03,14.31,26.73,2.3,7.57,13.19,14.93,2.76
88,2021-01-04 15:00:00,2,507.36,12.74,28.1,1.65,7.21,12.38,14.01,2.76
89,2021-01-04 16:00:00,2,534.06,13.64,29.47,0.58,7.45,13.36,15.09,3.07
90,2021-01-04 17:00:00,2,607.49,19.0,30.16,0.09,8.58,17.35,19.51,3.67
91,2021-01-04 18:00:00,3,727.65,26.6,30.16,0.02,10.37,24.25,27.04,4.24
92,2021-01-04 19:00:00,4,807.76,30.85,29.47,0.01,11.21,28.85,31.91,4.37
93,2021-01-04 20:00:00,4,807.76,30.4,28.45,0.01,10.85,28.76,31.85,4.18
94,2021-01-04 21:00:00,4,814.44,32.19,28.45,0.0,10.85,29.05,32.16,4.12
95,2021-01-04 22:00:00,4,754.36,29.95,30.16,0.0,9.78,25.37,28.31,3.77
96,2021-01-04 23:00:00,2,607.49,20.56,31.87,0.0,7.27,15.96,18.11,2.88
97,2021-01-05 00:00:00,2,554.09,17.66,33.24,0.0,6.44,12.29,14.05,2.57
98,2021-01-05 01:00:00,2,554.09,18.11,34.27,0.0,6.56,11.96,13.63,2.5
99,2021-01-05 02:00:00,2,540.73,16.76,36.67,0.0,6.8,11.66,13.29,2.53
100,2021-01-05 03:00:00,2,520.71,13.86,39.07,0.0,6.97,11.04,12.59,2.53
101,2021-01-05 04:00:00,2,494.0,11.29,39.41,0.04,6.97,10.58,11.95,2.28
102,2021-01-05 05:00:00,2,500.68,11.96,38.04,0.08,7.09,12.16,13.55,2.28
103,2021-01-05 06:00:00,3,634.19,22.13,37.36,0.02,9.42,20.97,23.07,3.14
104,2021-01-05 07:00:00,4,741.01,29.95,37.7,0.0,11.21,27.61,30.47,3.9
105,2021-01-05 08:00:00,4,774.38,32.63,38.04,0.0,12.04,29.66,32.75,4.05
106,2021-01-05 09:00:00,4,774.38,32.63,38.04,0.05,12.52,30.06,33.26,4.05
107,2021-01-05 10:00:00,4,727.65,29.06,36.67,0.43,11.92,27.29,30.32,3.77
108,2021-01-05 11:00:00,3,640.87,23.69,34.62,1.19,10.49,22.35,24.97,3.39
109,2021-01-05 12:00:00,2,574.11,19.0,32.9,2.08,9.18,18.72,21.08,3.07
110,2021-01-05 13:00:00,2,560.76,16.54,31.87,2.1,8.94,18.47,20.83,2.91
111,2021-01-05 14:00:00,2,560.76,14.98,31.87,1.39,9.18,19.61,21.97,2.85
112,2021-01-05 15:00:00,2,560.76,13.97,33.24,0.74,9.3,19.84,22.14,2.79
113,2021-01-05 16:00:00,3,574.11,14.98,35.64,0.31,9.3,20.14,22.56,2.91
114,2021-01-05 17:00:00,3,640.87,21.23,35.99,0.06,10.01,23.34,26.16,3.36
115,2021-01-05 18:00:00,4,761.03,30.4,36.33,0.01,11.56,29.96,33.39,3.99
116,2021-01-05 19:00:00,4,821.11,35.32,36.33,0.0,12.28,33.63,37.41,4.37
117,2021-01-05 20:00:00,4,794.41,33.08,35.64,0.0,11.68,31.52,35.19,4.18
118,2021-01-05 21:00:00,4,761.03,30.85,34.27,0.0,11.09,29.62,33.11,4.05
119,2021-01-05 22:00:00,4,680.92,25.71,32.9,0.0,9.78,25.06,28.06,3.58
120,2021-01-05 23:00:00,2,547.41,16.54,31.19,0.02,7.57,17.39,19.46,2.69
121,2021-01-06 00:00:00,2,487.33,12.07,29.82,0.06,6.8,14.27,15.84,2.38
122,2021-01-06 01:00:00,2,494.0,11.85,29.13,0.08,6.97,14.53,15.98,2.28
123,2021-01-06 02:00:00,2,514.03,13.3,28.79,0.05,7.03,15.77,17.36,2.5
124,2021-01-06 03:00:00,2,527.38,14.75,28.79,0.03,6.97,16.59,18.36,2.72
125,2021-01-06 04:00:00,2,540.73,16.54,29.13,0.01,6.97,17.02,19.15,3.04
126,2021-01-06 05:00:00,2,594.14,21.91,30.5,0.0,7.99,19.53,22.0,3.42
127,2021-01-06 06:00:00,4,854.49,42.47,33.59,0.0,12.4,34.7,38.43,4.81
128,2021-01-06 07:00:00,4,1068.12,60.8,37.01,0.0,15.74,47.82,52.65,5.89
129,2021-01-06 08:00:00,4,1094.82,62.59,38.73,0.0,16.69,48.44,53.68,6.14
130,2021-01-06 09:00:00,4,1014.71,54.99,40.44,0.06,16.69,42.44,47.27,5.83
131,2021-01-06 10:00:00,4,847.82,40.68,41.13,0.51,14.78,32.04,36.0,4.88
132,2021-01-06 11:00:00,4,741.01,33.08,39.07,1.12,13.35,25.78,29.24,4.37
133,2021-01-06 12:00:00,3,660.9,26.6,37.36,1.72,12.04,21.5,24.53,3.96
134,2021-01-06 13:00:00,3,700.95,29.95,37.36,1.38,12.99,24.9,28.02,4.05
135,2021-01-06 14:00:00,4,847.82,42.47,37.7,0.62,15.74,34.26,38.1,4.62
136,2021-01-06 15:00:00,4,988.01,54.99,37.01,0.2,17.64,43.15,47.69,5.19
137,2021-01-06 16:00:00,4,1108.17,65.27,37.36,0.03,18.84,49.61,54.56,5.57
138,2021-01-06 17:00:00,5,1228.33,74.21,39.07,0.0,19.79,56.52,61.81,5.7
139,2021-01-06 18:00:00,5,1441.96,87.62,42.16,0.0,21.94,70.39,76.56,6.21
140,2021-01-06 19:00:00,5,1602.17,94.77,45.24,0.0,23.13,80.36,87.34,6.59
141,2021-01-06 20:00:00,5,1588.82,90.3,45.93,0.0,22.17,78.17,85.27,6.27
142,2021-01-06 21:00:00,5,1441.96,79.57,44.55,0.0,20.03,69.61,76.36,5.7
143,2021-01-06 22:00:00,5,1482.01,82.25,43.53,0.0,19.07,72.87,80.44,5.45
144,2021-01-06 23:00:00,5,1535.42,87.62,42.84,0.0,15.97,76.97,84.65,4.43
145,2021-01-07 00:00:00,5,1375.2,76.0,40.78,0.0,12.4,67.24,74.05,3.42
146,2021-01-07 01:00:00,5,1188.28,61.69,38.73,0.0,10.85,56.31,61.72,2.82
147,2021-01-07 02:00:00,4,1014.71,48.28,36.67,0.0,10.13,46.06,50.2,2.5
148,2021-01-07 03:00:00,4,881.2,38.0,35.3,0.0,10.01,38.88,42.35,2.38
149,2021-01-07 04:00:00,4,834.47,33.08,35.3,0.0,9.89,37.0,40.5,2.5
150,2021-01-07 05:00:00,4,974.66,42.47,35.99,0.0,11.21,46.62,51.05,3.1
151,2021-01-07 06:00:00,5,1535.42,84.94,40.78,0.0,18.6,84.96,92.24,5.76
152,2021-01-07 07:00:00,5,2296.45,144.84,50.04,0.0,26.94,137.01,147.84,8.36
153,2021-01-07 08:00:00,5,2616.88,168.09,58.95,0.0,30.52,158.06,171.1,9.12
154,2021-01-07 09:00:00,5,2243.04,135.9,63.75,0.05,29.56,134.61,147.32,8.23
155,2021-01-07 10:00:00,5,1108.17,44.26,58.26,0.45,20.27,58.36,65.54,4.81
156,2021-01-07 11:00:00,4,881.2,28.39,54.84,1.26,18.12,41.97,47.9,4.24
157,2021-01-07 12:00:00,4,821.11,26.38,52.78,2.01,17.64,37.22,42.62,4.18
158,2021-01-07 13:00:00,4,767.71,23.25,49.35,2.82,16.21,32.23,36.76,3.83
159,2021-01-07 14:00:00,4,720.98,19.67,47.3,2.77,14.9,27.94,31.79,3.58
160,2021-01-07 15:00:00,4,714.3,18.55,47.3,1.79,14.78,26.92,30.65,3.67
161,2021-01-07 16:00:00,4,1001.36,40.68,52.78,0.29,18.12,45.85,51.13,4.94
162,2021-01-07 17:00:00,5,1642.23,87.62,67.17,0.0,22.89,89.46,97.99,6.46
163,2021-01-07 18:00:00,5,2376.56,137.69,81.57,0.0,26.94,139.73,151.85,7.79
164,2021-01-07 19:00:00,5,3017.43,177.03,91.85,0.0,30.04,182.6,198.55,9.12
165,2021-01-07 20:00:00,5,3231.05,184.18,95.96,0.0,41.01,195.26,213.3,16.72
166,2021-01-07 21:00:00,5,3124.24,171.66,95.96,0.0,49.11,188.19,206.46,23.81
167,2021-01-07 22:00:00,5,2723.69,141.26,91.85,0.0,43.87,159.32,175.5,22.29
168,2021-01-07 23:00:00,5,1922.61,85.83,82.25,0.0,30.04,106.32,116.44,15.71
169,2021-01-08 00:00:00,5,1281.74,43.81,70.6,0.0,20.27,65.69,72.09,10.64
170,2021-01-08 01:00:00,5,1028.06,29.95,60.32,0.01,17.17,50.89,55.72,8.74
171,2021-01-08 02:00:00,5,1081.47,35.76,56.21,0.0,18.36,56.28,61.51,9.25
172,2021-01-08 03:00:00,5,1214.98,45.6,56.21,0.0,20.98,66.58,73.11,10.26
173,2021-01-08 04:00:00,5,1321.79,53.64,57.58,0.0,22.89,75.01,82.49,11.15
174,2021-01-08 05:00:00,5,1428.6,61.69,58.26,0.0,25.03,82.59,91.02,12.16
175,2021-01-08 06:00:00,5,2082.82,110.87,64.43,0.0,38.15,127.82,140.1,18.75
176,2021-01-08 07:00:00,5,2883.91,173.45,74.71,0.0,52.93,183.22,200.62,26.35
177,2021-01-08 08:00:00,5,3257.75,205.64,79.51,0.0,59.13,207.81,228.28,29.39
178,2021-01-08 09:00:00,5,3044.13,185.97,79.51,0.2,55.31,191.17,211.46,27.11
179,2021-01-08 10:00:00,5,2483.37,143.05,75.4,1.48,38.62,151.96,170.18,15.33
180,2021-01-08 11:00:00,5,2243.04,128.75,72.66,2.77,29.8,135.85,153.14,8.87
181,2021-01-08 12:00:00,5,2056.12,119.81,71.29,3.49,29.33,121.6,137.97,7.92
182,2021-01-08 13:00:00,5,1575.47,85.83,67.86,4.6,27.42,90.15,102.53,6.71
183,2021-01-08 14:00:00,5,1895.9,110.87,71.97,3.22,30.04,112.84,126.48,7.92
184,2021-01-08 15:00:00,5,2349.85,148.42,78.83,1.43,34.81,145.43,161.26,10.13
185,2021-01-08 16:00:00,5,3231.05,223.52,90.48,0.2,57.7,210.26,230.73,20.52
186,2021-01-08 17:00:00,5,4699.71,346.9,111.04,0.0,95.37,324.79,353.17,37.49
187,2021-01-08 18:00:00,5,6301.88,472.07,135.72,0.0,133.51,459.75,498.14,54.72
188,2021-01-08 19:00:00,5,7263.18,522.14,154.91,0.0,150.68,550.32,595.7,62.82
189,2021-01-08 20:00:00,5,7690.43,550.75,165.88,0.0,156.4,595.34,642.57,66.88
190,2021-01-08 21:00:00,5,8224.49,579.36,171.36,0.0,156.4,632.3,680.92,70.93
191,2021-01-08 22:00:00,5,8331.3,579.36,165.88,0.0,113.49,629.07,676.28,58.77
192,2021-01-08 23:00:00,5,7263.18,493.53,143.95,0.0,79.16,524.48,558.16,57.76
193,2021-01-09 00:00:00,5,5340.58,350.48,109.67,0.0,50.07,368.86,386.45,56.24
194,2021-01-09 01:00:00,5,3578.19,219.94,76.08,0.0,31.95,232.3,240.44,53.2
195,2021-01-09 02:00:00,5,2296.45,130.53,52.78,0.0,21.22,141.55,148.47,46.1
196,2021-01-09 03:00:00,5,1508.71,76.0,39.41,0.0,14.9,86.46,92.68,36.99
197,2021-01-09 04:00:00,4,881.2,29.06,35.64,0.03,7.09,44.27,48.16,9.75
198,2021-01-09 05:00:00,4,707.63,16.09,35.99,0.19,5.9,34.16,37.31,3.99
199,2021-01-09 06:00:00,4,781.06,21.68,37.7,0.13,8.23,39.53,43.05,4.18
200,2021-01-09 07:00:00,4,680.92,14.53,37.7,0.55,8.46,34.49,37.68,3.58
201,2021-01-09 08:00:00,4,654.22,14.98,34.62,0.39,8.23,34.06,37.23,3.42
202,2021-01-09 09:00:00,4,627.52,15.42,33.59,0.34,7.75,32.69,35.71,3.64
203,2021-01-09 10:00:00,4,567.44,14.31,31.87,3.22,6.86,26.55,28.93,3.17
204,2021-01-09 11:00:00,2,514.03,12.29,28.1,13.23,6.2,19.59,21.47,2.85
205,2021-01-09 12:00:00,2,460.63,9.95,23.65,27.18,5.66,14.6,16.16,3.1
206,2021-01-09 13:00:00,2,433.92,8.49,22.62,34.69,5.72,12.94,14.42,3.36
207,2021-01-09 14:00:00,2,433.92,6.99,23.99,33.98,5.72,12.67,14.15,3.42
208,2021-01-09 15:00:00,2,427.25,4.86,25.71,29.33,5.54,12.43,13.89,3.33
209,2021-01-09 16:00:00,2,440.6,2.15,30.5,20.21,5.6,13.26,14.81,3.26
210,2021-01-09 17:00:00,2,480.65,1.9,35.3,11.8,5.9,16.0,17.82,3.04
211,2021-01-09 18:00:00,3,554.09,4.47,39.07,5.81,6.68,20.75,23.0,3.1
212,2021-01-09 19:00:00,3,600.82,7.26,39.41,3.0,7.03,24.28,26.81,3.2
213,2021-01-09 20:00:00,4,627.52,9.39,38.39,1.72,9.06,25.87,28.57,5.95
214,2021-01-09 21:00:00,4,654.22,12.29,37.36,0.86,10.25,27.74,30.62,8.11
215,2021-01-09 22:00:00,4,620.84,11.74,35.64,0.73,9.54,25.91,28.64,8.49
216,2021-01-09 23:00:00,2,507.36,5.87,33.24,1.95,7.03,19.36,21.5,8.04
217,2021-01-10 00:00:00,2,460.63,3.8,33.59,3.04,5.96,17.11,19.01,8.23
218,2021-01-10 01:00:00,2,460.63,3.74,36.33,2.86,6.02,17.79,19.75,8.61
219,2021-01-10 02:00:00,2,460.63,3.21,38.73,3.53,6.08,18.22,20.23,8.61
220,2021-01-10 03:00:00,2,447.27,2.24,40.1,5.5,6.14,18.44,20.47,7.85
221,2021-01-10 04:00:00,2,433.92,1.58,40.78,7.78,6.32,19.36,21.49,6.97
222,2021-01-10 05:00:00,3,473.98,2.74,44.55,5.68,7.57,22.79,25.23,7.22
223,2021-01-10 06:00:00,4,674.25,14.53,50.72,0.73,11.92,35.26,38.75,9.63
224,2021-01-10 07:00:00,4,867.84,29.95,52.78,0.03,15.97,47.6,51.9,12.03
225,2021-01-10 08:00:00,5,1001.36,38.45,56.21,0.01,18.6,54.83,59.99,13.55
226,2021-01-10 09:00:00,5,1094.82,42.92,60.32,0.3,20.98,60.2,65.97,14.19
227,2021-01-10 10:00:00,5,1054.76,39.79,60.32,2.3,17.64,57.3,63.05,9.5
228,2021-01-10 11:00:00,4,881.2,27.05,56.21,6.8,12.99,44.95,49.93,5.76
229,2021-01-10 12:00:00,4,660.9,13.64,48.67,17.35,10.25,31.71,35.78,4.5
230,2021-01-10 13:00:00,3,534.06,6.43,41.13,31.83,8.94,22.86,26.51,3.61
231,2021-01-10 14:00:00,3,574.11,6.09,44.55,28.61,9.89,24.42,28.37,3.67
232,2021-01-10 15:00:00,4,600.82,4.58,48.67,23.6,10.01,25.33,29.25,3.83
233,2021-01-10 16:00:00,4,761.03,8.38,59.63,8.14,11.21,34.5,39.04,4.43
234,2021-01-10 17:00:00,5,1108.17,34.42,63.06,0.06,13.59,57.57,63.87,5.19
235,2021-01-10 18:00:00,5,1575.47,70.63,68.55,0.0,19.07,89.59,98.11,8.04
236,2021-01-10 19:00:00,5,1949.31,93.88,74.03,0.0,29.33,114.77,124.94,17.48
237,2021-01-10 20:00:00,5,2029.42,98.35,73.34,0.0,32.9,120.76,130.84,23.81
238,2021-01-10 21:00:00,5,2029.42,97.45,69.92,0.0,33.38,119.85,128.68,26.35
239,2021-01-10 22:00:00,5,1762.39,82.25,63.75,0.0,29.09,103.14,110.31,24.32
240,2021-01-10 23:00:00,5,1255.04,47.39,56.21,0.0,19.55,67.83,72.56,18.75
241,2021-01-11 00:00:00,4,921.25,26.6,50.72,0.06,14.78,47.2,50.69,15.2
242,2021-01-11 01:00:00,5,1054.76,38.45,49.35,0.01,17.64,57.8,62.01,15.33
243,2021-01-11 02:00:00,5,1615.52,78.68,52.09,0.0,25.03,95.05,101.05,18.49
244,2021-01-11 03:00:00,5,2296.45,125.17,58.26,0.0,32.9,138.42,146.1,21.53
245,2021-01-11 04:00:00,5,2883.91,168.09,65.8,0.0,38.62,177.65,186.58,22.8
246,2021-01-11 05:00:00,5,3257.75,194.91,69.92,0.0,39.58,208.64,218.76,22.8
247,2021-01-11 06:00:00,5,3952.03,246.76,75.4,0.0,49.59,272.63,286.98,27.11
248,2021-01-11 07:00:00,5,4699.71,311.14,81.57,0.0,59.61,339.76,359.48,32.17
249,2021-01-11 08:00:00,5,4966.74,336.17,84.31,0.0,41.96,361.68,387.7,16.21
250,2021-01-11 09:00:00,5,4539.49,303.98,78.14,0.02,31.47,322.57,355.13,9.75
251,2021-01-11 10:00:00,5,2723.69,164.51,61.01,0.3,20.74,175.74,204.09,6.02
252,2021-01-11 11:00:00,5,1922.61,106.39,50.72,0.7,16.69,114.45,140.88,4.5
253,2021-01-11 12:00:00,5,1415.25,73.31,43.87,1.01,14.19,79.8,100.57,3.67
254,2021-01-11 13:00:00,4,720.98,16.99,46.61,6.35,9.78,37.08,46.41,1.95
255,2021-01-11 14:00:00,4,554.09,7.6,40.78,15.2,8.35,25.8,31.94,1.74
256,2021-01-11 15:00:00,3,514.03,5.7,37.7,16.99,7.45,23.06,28.24,1.74
257,2021-01-11 16:00:00,3,500.68,3.33,40.44,12.7,7.03,22.58,27.44,1.81
258,2021-01-11 17:00:00,3,507.36,2.12,41.81,11.62,6.74,22.52,27.25,1.84
259,2021-01-11 18:00:00,3,547.41,2.4,43.87,11.0,6.97,24.75,29.75,2.01
260,2021-01-11 19:00:00,4,560.76,2.29,44.55,11.36,7.09,25.8,30.98,2.12
261,2021-01-11 20:00:00,3,520.71,1.2,39.41,16.63,6.38,23.33,28.25,1.95
262,2021-01-11 21:00:00,3,480.65,0.64,34.62,21.64,5.72,21.01,25.33,1.79
263,2021-01-11 22:00:00,2,403.88,0.18,25.36,31.47,4.35,15.67,19.23,1.41
264,2021-01-11 23:00:00,1,313.76,0.03,15.59,42.56,2.8,9.85,12.59,0.95
265,2021-01-12 00:00:00,1,287.06,0.02,12.68,45.06,2.38,7.8,10.18,0.86
266,2021-01-12 01:00:00,1,277.04,0.01,11.31,47.21,2.18,6.61,8.59,0.77
267,2021-01-12 02:00:00,1,267.03,0.01,10.2,50.78,2.15,5.38,7.03,0.73
268,2021-01-12 03:00:00,1,257.02,0.01,9.17,56.51,2.12,4.15,5.7,0.71
269,2021-01-12 04:00:00,1,250.34,0.0,8.57,61.51,2.12,3.2,4.66,0.67
270,2021-01-12 05:00:00,1,257.02,0.0,9.6,63.66,2.33,3.3,4.71,0.67
271,2021-01-12 06:00:00,1,317.1,0.01,16.97,57.22,3.49,6.0,7.79,1.03
272,2021-01-12 07:00:00,1,353.81,0.02,21.94,52.21,4.23,7.72,9.84,1.25
273,2021-01-12 08:00:00,1,350.48,0.02,21.76,52.21,4.23,7.51,9.55,1.22
274,2021-01-12 09:00:00,1,333.79,0.03,19.54,54.36,3.93,6.77,8.55,1.14
275,2021-01-12 10:00:00,1,313.76,0.1,17.31,57.22,3.58,5.75,7.19,0.97
276,2021-01-12 11:00:00,1,310.42,0.23,17.31,56.51,3.58,5.52,6.82,0.93
277,2021-01-12 12:00:00,1,313.76,0.42,17.99,55.79,3.64,5.61,6.84,0.92
278,2021-01-12 13:00:00,1,327.11,0.51,19.88,53.64,3.93,6.15,7.37,0.97
279,2021-01-12 14:00:00,1,357.15,0.41,24.33,47.92,4.83,7.42,8.76,1.12
280,2021-01-12 15:00:00,1,393.87,0.29,29.82,40.41,5.96,9.25,10.75,1.31
281,2021-01-12 16:00:00,2,467.3,0.42,40.78,27.18,7.87,13.32,15.29,1.69
