,dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
8879,2022-01-06 22:00:00,2,453.95,0.09,26.73,40.77,5.19,11.11,14.59,2.34
8880,2022-01-06 23:00:00,1,343.8,0.0,14.57,60.8,3.37,5.83,7.57,1.12
8881,2022-01-07 00:00:00,1,310.42,0.0,10.88,69.38,2.62,4.22,5.3,0.74
8882,2022-01-07 01:00:00,1,300.41,0.0,9.42,72.96,2.21,3.57,4.44,0.62
8883,2022-01-07 02:00:00,1,297.07,0.0,8.74,73.67,2.12,3.15,3.95,0.62
8884,2022-01-07 03:00:00,1,290.39,0.0,8.14,72.96,2.09,2.73,3.52,0.65
8885,2022-01-07 04:00:00,1,290.39,0.0,8.48,71.53,2.15,2.77,3.75,0.78
8886,2022-01-07 05:00:00,1,310.42,0.0,10.97,66.52,2.59,3.72,5.0,0.94
8887,2022-01-07 06:00:00,1,397.21,0.02,21.42,52.93,4.23,7.85,9.95,1.46
8888,2022-01-07 07:00:00,2,460.62,0.11,30.16,40.41,5.48,11.05,13.74,1.69
8889,2022-01-07 08:00:00,2,473.98,0.21,32.22,33.97,5.9,11.69,14.38,1.68
8890,2022-01-07 09:00:00,2,473.98,0.48,31.53,30.4,5.96,11.53,14.06,1.63
8891,2022-01-07 10:00:00,1,427.25,1.09,25.7,31.47,5.25,9.56,12.21,1.54
8892,2022-01-07 11:00:00,1,383.85,2.15,18.85,36.12,4.53,7.45,10.08,1.41
8893,2022-01-07 12:00:00,1,353.81,2.6,14.22,43.99,3.87,5.71,8.03,1.31
8894,2022-01-07 13:00:00,1,340.46,2.04,13.02,51.5,3.49,4.57,6.21,1.23
8895,2022-01-07 14:00:00,1,350.48,1.26,15.94,52.21,3.87,4.86,6.4,1.36
8896,2022-01-07 15:00:00,1,363.83,0.45,19.19,50.78,4.17,5.51,7.16,1.55
8897,2022-01-07 16:00:00,1,397.21,0.07,24.68,45.42,4.71,7.03,8.58,1.57
8898,2022-01-07 17:00:00,1,453.95,0.15,32.22,36.12,5.36,9.82,11.66,1.54
8899,2022-01-07 18:00:00,2,540.73,0.55,40.1,25.39,6.44,14.55,16.99,1.82
8900,2022-01-07 19:00:00,2,627.52,1.42,47.98,16.81,7.87,19.79,22.87,2.25
8901,2022-01-07 20:00:00,3,700.95,2.24,54.84,11.62,9.42,23.81,27.23,2.53
8902,2022-01-07 21:00:00,3,680.92,1.16,50.72,17.88,9.3,21.92,24.78,2.37
8903,2022-01-07 22:00:00,2,574.11,0.3,39.76,28.97,7.63,16.17,18.58,2.01
8904,2022-01-07 23:00:00,2,467.3,0.07,29.13,37.91,5.96,10.76,12.96,1.41
8905,2022-01-08 00:00:00,1,410.56,0.03,22.96,42.2,5.07,8.06,9.93,1.03
8906,2022-01-08 01:00:00,1,403.88,0.04,22.62,40.77,4.89,8.12,10.0,0.93
8907,2022-01-08 02:00:00,1,420.57,0.06,23.99,37.19,4.71,8.82,10.94,0.95
8908,2022-01-08 03:00:00,1,427.25,0.08,24.33,34.69,4.41,8.9,11.19,0.97
8909,2022-01-08 04:00:00,1,420.57,0.1,23.31,33.26,4.05,8.3,10.75,0.99
8910,2022-01-08 05:00:00,1,433.92,0.17,23.99,29.68,3.99,8.84,11.63,1.09
8911,2022-01-08 06:00:00,2,560.76,1.72,36.33,13.95,5.9,15.85,19.97,1.79
8912,2022-01-08 07:00:00,3,654.22,6.37,41.47,3.93,7.21,21.03,26.87,2.25
8913,2022-01-08 08:00:00,3,634.19,7.49,39.41,2.7,7.09,20.16,26.64,2.22
8914,2022-01-08 09:00:00,2,554.08,3.97,35.64,7.33,6.32,16.37,22.17,1.99
8915,2022-01-08 10:00:00,2,420.57,0.91,25.36,25.03,4.53,10.87,14.06,1.33
8916,2022-01-08 11:00:00,1,363.83,0.68,19.36,36.12,3.67,8.13,10.06,1.03
8917,2022-01-08 12:00:00,1,330.45,0.61,15.77,43.63,3.1,6.4,8.05,0.86
8918,2022-01-08 13:00:00,1,310.42,0.35,13.37,51.5,2.59,5.45,6.81,0.7
8919,2022-01-08 14:00:00,1,293.73,0.19,12.0,57.22,2.32,4.72,5.76,0.57
8920,2022-01-08 15:00:00,1,277.04,0.07,10.71,62.23,2.18,3.73,4.51,0.49
8921,2022-01-08 16:00:00,1,270.37,0.01,9.68,65.8,1.77,2.89,3.52,0.44
8922,2022-01-08 17:00:00,1,273.7,0.0,9.77,67.95,1.68,2.69,3.32,0.45
8923,2022-01-08 18:00:00,1,283.72,0.0,10.28,67.95,1.82,2.74,3.43,0.5
8924,2022-01-08 19:00:00,1,293.73,0.0,11.14,65.8,2.06,3.01,3.73,0.56
8925,2022-01-08 20:00:00,1,297.07,0.0,10.97,65.8,2.18,3.08,3.73,0.6
8926,2022-01-08 21:00:00,1,300.41,0.0,10.88,67.23,2.41,3.56,4.14,0.64
8927,2022-01-08 22:00:00,1,293.73,0.0,9.0,67.95,2.32,3.1,3.72,0.61
8928,2022-01-08 23:00:00,1,270.37,0.0,6.17,67.95,1.91,1.88,2.49,0.46
8929,2022-01-09 00:00:00,1,267.03,0.0,5.91,66.52,1.89,1.75,2.44,0.46
8930,2022-01-09 01:00:00,1,270.37,0.0,6.0,63.66,1.88,1.75,2.51,0.49
8931,2022-01-09 02:00:00,1,273.7,0.0,6.34,60.08,1.91,1.83,2.57,0.55
8932,2022-01-09 03:00:00,1,280.38,0.0,6.77,57.94,1.94,1.96,2.73,0.62
8933,2022-01-09 04:00:00,1,290.39,0.0,7.71,57.94,2.06,2.26,3.27,0.73
8934,2022-01-09 05:00:00,1,310.42,0.01,10.45,56.51,2.5,3.3,4.99,1.0
8935,2022-01-09 06:00:00,1,400.54,0.04,21.25,46.49,4.23,7.66,10.05,1.61
8936,2022-01-09 07:00:00,2,467.3,0.16,30.5,35.41,5.54,11.16,13.99,1.99
8937,2022-01-09 08:00:00,2,480.65,0.22,31.87,32.19,5.84,11.6,14.39,1.93
8938,2022-01-09 09:00:00,2,460.62,0.61,29.82,32.19,5.72,11.02,13.67,1.79
8939,2022-01-09 10:00:00,1,427.25,1.7,24.68,36.48,5.19,9.12,11.25,1.54
8940,2022-01-09 11:00:00,1,410.56,1.93,22.96,38.98,5.13,8.0,9.68,1.44
8941,2022-01-09 12:00:00,1,397.21,1.38,22.28,41.48,5.25,7.28,8.69,1.41
8942,2022-01-09 13:00:00,1,393.87,1.37,21.59,44.35,5.54,7.04,8.44,1.44
8943,2022-01-09 14:00:00,1,410.56,2.12,23.31,43.63,6.14,7.97,9.56,1.54
8944,2022-01-09 15:00:00,1,433.92,2.12,27.08,41.13,6.74,9.13,10.88,1.63
8945,2022-01-09 16:00:00,2,527.38,1.82,40.1,27.54,8.23,14.46,16.95,2.06
8946,2022-01-09 17:00:00,3,674.25,3.27,55.52,8.94,9.78,22.84,26.54,2.5
8947,2022-01-09 18:00:00,4,834.47,12.63,60.32,1.39,11.32,32.5,37.4,3.04
8948,2022-01-09 19:00:00,4,1041.41,29.06,60.32,0.09,12.99,45.72,52.04,3.61
8949,2022-01-09 20:00:00,5,1228.33,42.02,62.38,0.0,13.83,57.76,65.32,3.89
8950,2022-01-09 21:00:00,5,1361.85,50.07,63.75,0.0,14.31,66.13,74.57,4.12
8951,2022-01-09 22:00:00,5,1441.96,56.77,63.75,0.0,13.59,72.02,81.28,3.99
8952,2022-01-09 23:00:00,5,1281.74,47.83,59.63,0.0,9.54,60.99,69.69,2.69
8953,2022-01-10 00:00:00,5,1228.33,46.49,54.15,0.0,9.89,57.44,65.83,3.1
8954,2022-01-10 01:00:00,5,1308.44,52.75,52.09,0.0,12.28,63.09,72.0,4.24
8955,2022-01-10 02:00:00,5,1508.71,67.95,52.09,0.0,17.64,77.35,87.81,6.65
8956,2022-01-10 03:00:00,5,1815.8,91.2,53.47,0.0,25.51,100.71,111.62,10.26
8957,2022-01-10 04:00:00,5,2136.23,116.23,56.21,0.0,32.42,126.7,137.46,14.06
8958,2022-01-10 05:00:00,5,2429.96,139.47,56.89,0.0,33.38,150.91,161.98,14.69
8959,2022-01-10 06:00:00,5,3097.53,191.33,61.01,0.0,37.67,201.84,215.58,15.96
8960,2022-01-10 07:00:00,5,3257.75,207.42,60.32,0.0,32.9,205.7,220.4,12.67
8961,2022-01-10 08:00:00,5,2777.1,177.03,54.84,0.0,25.99,167.94,182.78,9.63
8962,2022-01-10 09:00:00,5,2109.53,126.96,48.67,0.04,20.27,122.13,135.2,7.35
8963,2022-01-10 10:00:00,5,1094.82,48.73,42.84,0.42,12.76,56.27,63.88,3.93
8964,2022-01-10 11:00:00,4,814.44,27.05,41.13,1.52,10.73,39.65,45.36,3.01
8965,2022-01-10 12:00:00,4,654.22,13.63,42.84,5.41,9.06,30.42,35.09,2.53
8966,2022-01-10 13:00:00,3,520.71,4.47,39.41,21.64,7.99,20.85,24.61,2.15
8967,2022-01-10 14:00:00,2,494.0,2.35,38.39,28.97,7.87,17.42,20.89,2.25
8968,2022-01-10 15:00:00,2,494.0,1.3,39.41,30.4,7.87,15.98,19.31,2.44
8969,2022-01-10 16:00:00,4,794.41,14.75,60.32,6.26,11.68,33.42,38.37,3.96
8970,2022-01-10 17:00:00,5,1295.09,59.01,62.38,0.01,16.21,66.27,74.16,5.45
8971,2022-01-10 18:00:00,5,1815.8,99.24,66.49,0.0,20.27,102.71,114.18,6.9
8972,2022-01-10 19:00:00,5,2109.53,116.23,69.92,0.0,21.93,124.02,137.72,7.41
8973,2022-01-10 20:00:00,5,2002.72,106.39,67.86,0.0,19.55,117.24,130.48,6.4
8974,2022-01-10 21:00:00,5,1815.8,91.2,64.43,0.0,17.4,104.2,116.35,5.57
8975,2022-01-10 22:00:00,5,1495.36,67.06,60.32,0.0,15.74,81.25,91.58,5.89
8976,2022-01-10 23:00:00,5,1094.82,39.79,52.78,0.01,14.07,53.38,61.31,7.54
8977,2022-01-11 00:00:00,4,867.84,25.93,45.24,0.05,11.56,38.92,45.29,7.85
8978,2022-01-11 01:00:00,4,801.09,21.46,40.1,0.11,10.73,34.56,40.25,8.36
8979,2022-01-11 02:00:00,4,727.65,17.43,36.33,0.21,9.78,30.16,35.2,8.36
8980,2022-01-11 03:00:00,4,654.22,13.19,33.93,0.47,8.7,25.72,30.05,7.98
8981,2022-01-11 04:00:00,3,620.84,11.51,32.9,0.6,8.46,24.25,28.23,7.66
8982,2022-01-11 05:00:00,4,707.63,18.33,33.93,0.19,10.49,30.96,35.52,8.49
8983,2022-01-11 06:00:00,5,1134.87,50.51,38.73,0.0,19.31,61.6,69.13,12.54
8984,2022-01-11 07:00:00,5,1535.42,81.36,46.61,0.0,27.18,90.78,101.38,16.47
8985,2022-01-11 08:00:00,5,1762.39,99.24,52.78,0.0,31.47,107.7,120.27,18.49
8986,2022-01-11 09:00:00,5,1895.9,109.97,53.47,0.46,33.86,116.95,131.02,19.51
8987,2022-01-11 10:00:00,5,1789.09,102.82,47.3,2.73,29.8,105.71,120.01,16.21
8988,2022-01-11 11:00:00,5,1562.12,90.3,42.5,5.01,20.74,89.81,102.94,8.04
8989,2022-01-11 12:00:00,5,1361.85,76.89,41.81,7.42,18.12,76.67,87.93,6.02
8990,2022-01-11 13:00:00,5,1321.79,69.74,49.35,9.48,19.31,74.62,84.82,5.95
8991,2022-01-11 14:00:00,5,1628.88,92.98,58.95,6.53,24.8,97.87,110.17,7.85
8992,2022-01-11 15:00:00,5,1949.31,121.59,64.43,3.13,31.95,120.94,135.45,11.02
8993,2022-01-11 16:00:00,5,2643.59,180.6,74.03,0.55,46.25,171.44,189.22,17.99
8994,2022-01-11 17:00:00,5,3631.59,261.07,85.68,0.0,61.99,246.19,267.92,26.6
8995,2022-01-11 18:00:00,5,4539.49,325.44,94.59,0.0,77.25,313.75,338.99,36.48
8996,2022-01-11 19:00:00,5,5020.14,346.9,93.22,0.0,82.02,345.5,372.38,42.56
8997,2022-01-11 20:00:00,5,5020.14,332.59,82.94,0.0,75.34,342.41,369.07,40.53
8998,2022-01-11 21:00:00,5,4806.52,314.71,74.71,0.0,72.48,332.05,354.54,42.05
8999,2022-01-11 22:00:00,5,4058.84,264.64,63.75,0.0,58.17,282.96,300.35,34.96
9000,2022-01-11 23:00:00,5,2857.21,180.6,50.04,0.0,37.67,198.51,211.83,24.07
9001,2022-01-12 00:00:00,5,2029.42,123.38,41.47,0.0,26.23,141.86,152.15,17.99
9002,2022-01-12 01:00:00,5,1762.39,103.71,38.73,0.0,23.6,121.4,130.29,16.21
9003,2022-01-12 02:00:00,5,1842.5,108.18,40.1,0.0,27.18,127.08,135.27,17.99
9004,2022-01-12 03:00:00,5,2162.93,128.75,43.87,0.0,35.29,147.81,155.41,24.32
9005,2022-01-12 04:00:00,5,2616.88,160.93,49.35,0.0,46.25,172.04,179.58,36.98
9006,2022-01-12 05:00:00,5,3070.83,193.12,55.52,0.0,53.41,196.36,206.28,50.66
9007,2022-01-12 06:00:00,5,4005.43,261.07,65.8,0.0,69.62,260.02,275.53,65.86
9008,2022-01-12 07:00:00,5,4379.27,289.68,74.03,0.0,74.39,280.65,299.89,66.88
9009,2022-01-12 08:00:00,5,4539.49,303.98,80.2,0.0,76.29,285.01,306.56,64.85
9010,2022-01-12 09:00:00,5,4592.9,303.98,87.74,0.02,77.25,275.08,297.54,60.29
9011,2022-01-12 10:00:00,5,3471.37,214.58,87.74,0.07,53.88,203.51,221.52,33.44
9012,2022-01-12 11:00:00,5,3044.13,185.97,87.05,0.17,42.44,181.82,198.43,22.04
9013,2022-01-12 12:00:00,5,2696.99,164.51,84.31,0.33,36.72,160.29,175.27,17.23
9014,2022-01-12 13:00:00,5,2696.99,166.3,83.63,0.61,36.24,159.17,174.37,14.82
9015,2022-01-12 14:00:00,5,2937.32,187.75,85.68,0.4,37.19,174.05,190.41,13.68
9016,2022-01-12 15:00:00,5,3017.43,194.91,85.68,0.2,36.24,177.55,194.13,13.3
9017,2022-01-12 16:00:00,5,2777.1,178.81,82.25,0.07,32.9,161.67,176.62,12.92
9018,2022-01-12 17:00:00,5,2456.67,153.78,78.14,0.0,28.37,140.68,153.64,11.02
9019,2022-01-12 18:00:00,5,2296.45,137.69,74.03,0.0,26.94,131.08,143.0,10.01
9020,2022-01-12 19:00:00,5,2082.82,116.23,69.23,0.0,25.03,117.74,128.39,9.12
9021,2022-01-12 20:00:00,5,1869.2,94.77,64.43,0.0,22.17,105.2,114.71,8.11
9022,2022-01-12 21:00:00,5,1668.93,78.68,61.01,0.0,19.55,94.17,102.66,7.28
9023,2022-01-12 22:00:00,5,1388.55,57.22,56.21,0.0,15.5,77.54,84.56,5.95
9024,2022-01-12 23:00:00,5,974.66,29.06,48.67,0.03,9.42,53.21,58.12,3.96
9025,2022-01-13 00:00:00,4,727.65,13.52,41.81,0.39,6.5,41.03,44.75,3.17
9026,2022-01-13 01:00:00,4,667.57,9.39,37.7,0.79,5.72,39.87,43.21,2.94
9027,2022-01-13 02:00:00,4,640.87,8.05,35.3,0.98,5.54,40.93,44.07,2.82
9028,2022-01-13 03:00:00,4,607.49,6.37,33.93,1.52,5.42,40.85,43.68,2.5
9029,2022-01-13 04:00:00,4,547.41,3.8,32.22,3.44,5.36,38.59,40.85,1.76
9030,2022-01-13 05:00:00,4,560.76,5.03,32.9,2.73,5.96,39.98,42.14,1.8
9031,2022-01-13 06:00:00,4,734.33,17.21,35.99,0.34,8.94,49.78,52.65,2.94
9032,2022-01-13 07:00:00,5,867.84,28.61,37.36,0.03,11.21,56.67,60.04,3.8
9033,2022-01-13 08:00:00,5,947.95,35.32,38.73,0.01,12.76,59.73,63.55,4.5
9034,2022-01-13 09:00:00,5,1001.36,39.34,40.1,0.08,14.42,61.78,66.02,5.32
9035,2022-01-13 10:00:00,5,961.3,38.0,40.1,0.52,14.54,58.31,62.61,5.57
9036,2022-01-13 11:00:00,5,854.49,30.85,38.04,1.59,12.99,50.03,54.1,5.19
9037,2022-01-13 12:00:00,4,741.0,22.58,36.67,3.58,11.32,41.78,45.42,4.56
9038,2022-01-13 13:00:00,4,727.65,21.9,35.99,9.03,11.68,39.07,42.67,4.31
9039,2022-01-13 14:00:00,4,774.38,24.14,39.41,11.18,12.99,42.22,46.24,4.75
9040,2022-01-13 15:00:00,4,821.11,25.26,44.55,9.83,13.83,45.03,49.34,5.38
9041,2022-01-13 16:00:00,5,1295.09,59.9,56.21,2.1,18.36,75.27,82.01,7.03
9042,2022-01-13 17:00:00,5,2269.74,135.9,69.23,0.01,24.8,141.81,153.21,8.87
9043,2022-01-13 18:00:00,5,3471.37,219.94,85.0,0.0,31.95,225.45,242.55,11.27
9044,2022-01-13 19:00:00,5,4219.06,264.64,94.59,0.0,33.86,272.93,293.29,12.29
9045,2022-01-13 20:00:00,5,3952.03,236.03,89.11,0.0,29.33,252.01,270.97,10.77
9046,2022-01-13 21:00:00,5,3337.86,189.54,78.83,0.0,25.03,210.44,226.61,9.37
9047,2022-01-13 22:00:00,5,2670.29,143.05,67.86,0.0,26.46,167.24,180.62,12.92
9048,2022-01-13 23:00:00,5,1922.61,94.77,56.89,0.0,20.74,118.02,127.79,12.79
9049,2022-01-14 00:00:00,5,1415.25,61.69,47.3,0.0,15.02,84.44,91.9,10.64
9050,2022-01-14 01:00:00,5,1255.04,51.86,42.16,0.0,14.19,74.74,81.52,10.51
9051,2022-01-14 02:00:00,5,1214.98,49.17,39.76,0.0,14.31,73.0,79.56,10.77
9052,2022-01-14 03:00:00,5,1188.28,47.83,38.73,0.0,14.78,72.0,78.46,10.51
9053,2022-01-14 04:00:00,5,1201.63,49.62,38.73,0.0,15.74,73.81,80.4,10.51
9054,2022-01-14 05:00:00,5,1375.2,63.48,40.1,0.0,19.31,87.15,94.69,13.3
9055,2022-01-14 06:00:00,5,2269.74,130.53,48.67,0.0,36.24,152.89,165.2,23.56
9056,2022-01-14 07:00:00,5,3204.35,205.64,57.58,0.0,51.02,219.26,236.21,33.44
9057,2022-01-14 08:00:00,5,3685.0,246.76,61.69,0.0,56.74,256.36,275.86,36.98
9058,2022-01-14 09:00:00,5,3738.4,253.92,61.69,0.21,53.41,258.87,278.82,31.66
9059,2022-01-14 10:00:00,5,2670.29,169.87,52.78,1.65,30.04,180.35,196.31,11.53
9060,2022-01-14 11:00:00,5,1976.01,119.81,46.61,3.93,21.93,134.45,147.59,7.03
9061,2022-01-14 12:00:00,5,1468.66,85.83,41.13,6.53,18.12,102.98,113.43,5.76
9062,2022-01-14 13:00:00,5,1148.22,57.22,42.16,10.1,16.45,79.74,87.61,5.07
9063,2022-01-14 14:00:00,5,1068.12,48.73,45.93,10.1,16.45,73.71,81.22,5.13
9064,2022-01-14 15:00:00,5,1028.06,45.6,47.98,6.62,15.97,70.35,77.96,5.32
9065,2022-01-14 16:00:00,5,1562.12,90.3,54.84,1.2,22.65,105.49,116.37,8.49
9066,2022-01-14 17:00:00,5,2429.96,164.51,63.75,0.01,32.9,167.5,183.61,13.05
9067,2022-01-14 18:00:00,5,3231.05,227.09,72.66,0.0,46.25,227.77,249.0,19.51
9068,2022-01-14 19:00:00,5,3791.81,257.49,75.4,0.0,53.41,265.62,290.1,23.05
9069,2022-01-14 20:00:00,5,3791.81,250.34,69.92,0.0,43.39,262.6,286.85,17.73
9070,2022-01-14 21:00:00,5,3578.19,228.88,63.06,0.0,37.19,249.21,272.29,15.45
9071,2022-01-14 22:00:00,5,3070.83,189.54,55.52,0.0,37.19,211.9,232.42,18.49
9072,2022-01-14 23:00:00,5,2323.15,137.69,47.98,0.0,26.7,159.0,176.03,14.06
9073,2022-01-15 00:00:00,5,1842.5,101.92,42.5,0.0,20.27,125.06,139.76,11.53
9074,2022-01-15 01:00:00,5,1695.63,90.3,39.76,0.0,19.31,115.67,129.78,11.27
9075,2022-01-15 02:00:00,5,1602.17,81.36,37.01,0.0,17.88,109.46,121.94,11.15
9076,2022-01-15 03:00:00,5,1482.01,72.42,33.93,0.0,16.21,101.7,111.16,11.15
9077,2022-01-15 04:00:00,5,1468.66,71.53,32.22,0.0,16.45,101.58,109.17,11.78
9078,2022-01-15 05:00:00,5,1655.58,85.83,32.22,0.0,20.03,115.36,122.59,13.93
9079,2022-01-15 06:00:00,5,2429.96,144.84,38.39,0.0,36.24,174.38,184.3,21.79
9080,2022-01-15 07:00:00,5,3337.86,218.15,46.61,0.0,52.45,234.08,247.02,29.89
9081,2022-01-15 08:00:00,5,4112.24,278.95,54.15,0.0,61.99,283.14,299.45,34.96
9082,2022-01-15 09:00:00,5,4753.11,332.59,62.38,0.02,67.71,328.58,349.55,38.0
9083,2022-01-15 10:00:00,5,3337.86,221.73,54.15,0.09,46.73,228.85,246.09,26.09
9084,2022-01-15 11:00:00,5,2803.8,182.39,52.78,0.2,32.9,194.47,212.64,15.07
9085,2022-01-15 12:00:00,5,2723.69,177.03,54.84,0.31,28.85,190.47,210.04,11.27
9086,2022-01-15 13:00:00,5,2082.82,125.17,58.26,0.55,24.56,146.88,162.73,7.85
9087,2022-01-15 14:00:00,5,1682.28,92.98,61.69,0.6,22.41,119.01,132.98,6.4
9088,2022-01-15 15:00:00,5,1508.71,79.57,62.38,0.37,21.46,106.54,120.64,5.89
9089,2022-01-15 16:00:00,5,1842.5,109.08,66.49,0.14,22.17,130.85,147.39,6.02
9090,2022-01-15 17:00:00,5,2590.18,168.09,72.66,0.0,23.37,183.8,204.07,6.4
9091,2022-01-15 18:00:00,5,3231.05,214.58,74.71,0.0,25.27,227.93,249.59,7.41
9092,2022-01-15 19:00:00,5,3685.0,243.19,76.09,0.0,27.42,258.23,278.96,8.49
9093,2022-01-15 20:00:00,5,3738.4,236.03,76.09,0.0,25.75,254.35,272.99,7.73
9094,2022-01-15 21:00:00,5,3257.75,191.33,74.03,0.0,23.13,216.86,232.24,6.84
9095,2022-01-15 22:00:00,5,1708.98,71.53,66.49,0.0,15.97,103.47,111.53,5.0
9096,2022-01-15 23:00:00,5,1415.25,49.62,65.8,0.0,13.95,82.32,88.81,4.75
9097,2022-01-16 00:00:00,5,1228.33,36.66,64.43,0.0,15.97,70.48,75.81,6.78
9098,2022-01-16 01:00:00,5,1068.12,26.38,61.01,0.03,15.5,63.37,68.0,7.03
9099,2022-01-16 02:00:00,5,881.2,14.98,56.21,0.38,13.35,53.52,57.81,5.7
9100,2022-01-16 03:00:00,4,687.6,4.86,49.35,4.38,10.97,42.38,46.42,4.02
9101,2022-01-16 04:00:00,4,547.41,0.73,37.7,15.56,9.06,34.14,38.01,2.82
9102,2022-01-16 05:00:00,4,547.41,0.82,37.01,16.63,8.11,35.11,39.56,2.41
9103,2022-01-16 06:00:00,4,747.68,7.26,50.04,4.47,9.06,46.72,52.83,2.6
9104,2022-01-16 07:00:00,5,947.95,22.13,53.47,0.26,11.09,58.37,66.7,3.29
9105,2022-01-16 08:00:00,5,961.3,25.26,50.72,0.12,10.73,57.54,67.12,3.23
9106,2022-01-16 09:00:00,4,847.82,19.45,44.55,0.64,9.3,49.62,58.94,3.04
9107,2022-01-16 10:00:00,4,687.6,11.06,36.67,3.76,7.09,39.68,47.15,2.53
9108,2022-01-16 11:00:00,4,600.81,6.98,32.9,8.85,6.02,33.58,39.27,2.06
9109,2022-01-16 12:00:00,4,527.38,3.91,29.13,18.24,5.25,26.41,30.91,1.76
9110,2022-01-16 13:00:00,2,427.25,1.02,23.65,37.55,4.47,18.45,21.51,1.33
9111,2022-01-16 14:00:00,2,417.23,0.51,23.31,42.92,4.29,16.34,18.99,1.19
9112,2022-01-16 15:00:00,2,423.91,0.27,24.33,42.56,4.29,16.98,19.67,1.14
9113,2022-01-16 16:00:00,2,440.6,0.16,27.76,38.62,4.53,19.47,22.62,1.27
9114,2022-01-16 17:00:00,3,473.98,0.19,32.22,32.54,5.07,22.41,26.21,1.47
9115,2022-01-16 18:00:00,4,527.38,0.45,37.36,25.39,5.96,25.89,30.35,1.79
9116,2022-01-16 19:00:00,4,574.11,0.85,41.47,19.49,6.74,28.69,33.32,1.95
9117,2022-01-16 20:00:00,4,580.79,0.87,41.13,18.42,6.85,28.96,33.46,1.93
9118,2022-01-16 21:00:00,4,580.79,0.92,40.44,17.52,6.85,28.89,33.29,1.98
9119,2022-01-16 22:00:00,4,580.79,1.22,40.1,14.84,6.62,28.39,32.96,1.95
9120,2022-01-16 23:00:00,4,540.73,0.91,36.67,13.05,5.54,25.05,29.51,1.5
9121,2022-01-17 00:00:00,4,560.76,2.32,38.39,7.51,6.26,25.04,29.01,1.61
9122,2022-01-17 01:00:00,4,687.6,10.06,41.13,1.18,7.51,31.52,35.85,1.85
9123,2022-01-17 02:00:00,4,881.2,25.93,40.78,0.02,8.58,43.23,48.35,2.15
9124,2022-01-17 03:00:00,5,1081.47,41.13,41.47,0.0,9.89,55.6,61.48,2.63
9125,2022-01-17 04:00:00,5,1214.98,51.41,43.53,0.0,10.97,64.68,71.16,2.98
9126,2022-01-17 05:00:00,5,1308.44,58.11,45.93,0.0,12.4,71.58,78.45,3.36
9127,2022-01-17 06:00:00,5,1735.69,90.3,53.47,0.0,19.79,100.48,109.29,5.64
9128,2022-01-17 07:00:00,5,2136.23,119.81,64.43,0.0,26.46,126.49,137.01,7.35
9129,2022-01-17 08:00:00,5,2376.56,134.11,75.4,0.0,30.99,139.34,151.08,8.49
9130,2022-01-17 09:00:00,5,2269.74,123.38,79.51,0.02,33.86,132.84,144.9,9.25
9131,2022-01-17 10:00:00,5,1562.12,71.53,76.09,0.17,28.13,87.91,96.89,6.84
9132,2022-01-17 11:00:00,5,1281.74,51.86,72.66,0.49,25.75,69.39,77.5,5.76
9133,2022-01-17 12:00:00,5,1121.52,41.13,67.17,0.89,22.89,57.61,65.31,5.0
9134,2022-01-17 13:00:00,4,907.9,27.94,58.26,1.65,18.84,43.92,50.0,3.96
9135,2022-01-17 14:00:00,4,787.73,21.01,52.09,1.72,16.45,34.75,39.63,3.7
9136,2022-01-17 15:00:00,4,741.0,17.66,50.72,1.31,15.74,29.74,34.04,3.86
9137,2022-01-17 16:00:00,5,1482.01,77.78,56.89,0.33,23.13,75.73,84.17,7.22
9138,2022-01-17 17:00:00,5,2937.32,194.91,73.34,0.0,35.29,176.14,192.66,12.16
9139,2022-01-17 18:00:00,5,4592.9,325.44,89.11,0.0,52.93,297.22,322.96,21.03
9140,2022-01-17 19:00:00,5,5821.23,414.85,98.71,0.0,70.57,391.42,424.01,33.44
9141,2022-01-17 20:00:00,5,6141.66,436.31,101.45,0.0,75.34,419.69,454.26,40.53
9142,2022-01-17 21:00:00,5,6088.26,418.42,98.71,0.0,75.34,412.55,445.36,41.54
9143,2022-01-17 22:00:00,5,5500.79,364.78,89.11,0.0,62.94,363.6,388.51,34.45
9144,2022-01-17 23:00:00,5,4165.65,264.64,71.97,0.0,36.72,266.72,283.21,20.01
9145,2022-01-18 00:00:00,5,3017.43,182.39,56.89,0.0,20.74,185.92,195.71,11.78
9146,2022-01-18 01:00:00,5,2216.34,126.96,46.61,0.0,13.95,132.73,138.82,8.49
9147,2022-01-18 02:00:00,5,1522.06,77.78,39.07,0.0,9.66,86.19,90.48,5.64
9148,2022-01-18 03:00:00,5,1001.36,39.34,34.96,0.01,6.97,53.28,56.69,3.74
9149,2022-01-18 04:00:00,4,607.49,5.59,38.39,6.26,5.48,28.07,31.81,2.25
9150,2022-01-18 05:00:00,4,607.49,2.57,40.78,9.39,6.97,28.34,33.23,2.47
9151,2022-01-18 06:00:00,5,1001.36,27.94,48.67,0.4,13.35,54.35,61.38,4.81
9152,2022-01-18 07:00:00,5,1335.14,58.11,48.67,0.0,17.64,76.93,85.74,6.21
9153,2022-01-18 08:00:00,5,1321.79,59.01,49.35,0.0,17.17,75.29,84.52,5.83
9154,2022-01-18 09:00:00,5,1081.47,40.23,47.98,0.54,14.78,59.74,68.48,4.88
